0.000000000000000000e+00 9.854402139422606677e-01 5.322242198288735376e-02
9.874371859296482770e-03 9.752127716926444201e-01 5.077672305427444882e-02
1.974874371859296554e-02 9.642393708577220446e-01 5.013651051929478297e-02
2.962311557788945005e-02 9.526023748493948062e-01 5.079806396055551454e-02
3.949748743718593108e-02 9.403842240285957832e-01 5.223468709306230973e-02
4.937185929648241905e-02 9.276664798983950133e-01 5.400167662032562960e-02
5.924623115577890009e-02 9.145288802592267396e-01 5.577353694485682328e-02
6.912060301507537419e-02 9.010484181557723016e-01 5.733636689638367534e-02
7.899497487437186216e-02 8.872984573777036310e-01 5.856492069257208943e-02
8.886934673366835014e-02 8.733478970232088079e-01 5.939991209885972512e-02
9.874371859296483811e-02 8.592603971941368268e-01 5.983021567991760048e-02
1.086180904522613122e-01 8.450936772669768171e-01 5.987993651824761315e-02
1.184924623115578002e-01 8.308988973798013822e-01 5.959904423905082460e-02
1.283668341708542882e-01 8.167201327999590310e-01 5.905622227248904371e-02
1.382412060301507484e-01 8.025939497011024271e-01 5.833283730793224764e-02
1.481155778894472363e-01 7.885490895950503232e-01 5.751720986308615086e-02
1.579899497487437243e-01 7.746062682502667940e-01 5.669864206129483775e-02
1.678643216080402123e-01 7.607780934020708097e-01 5.596098565584455703e-02
1.777386934673367003e-01 7.470691039421845092e-01 5.537595016664351860e-02
1.876130653266331605e-01 7.334759315878058850e-01 5.499681435179542416e-02
1.974874371859296762e-01 7.199875842986079855e-01 5.485355589494946699e-02
2.073618090452261364e-01 7.065858489580695290e-01 5.495043663665161865e-02
2.172361809045226244e-01 6.932458090902889891e-01 5.526665560751882478e-02
2.271105527638190846e-01 6.799364716710356582e-01 5.575993918248575709e-02
2.369849246231156004e-01 6.666214954389693137e-01 5.637222142022112192e-02
2.468592964824120606e-01 6.532600115460143186e-01 5.703620673385145085e-02
2.567336683417085763e-01 6.398075259301750917e-01 5.768169450201760667e-02
2.666080402010050365e-01 6.262168914733693414e-01 5.824092768913886192e-02
2.764824120603014967e-01 6.124393368445536501e-01 5.865266755503906193e-02
2.863567839195980125e-01 5.984255379436232980e-01 5.886502872994251595e-02
2.962311557788944727e-01 5.841267170734518732e-01 5.883728521313683762e-02
3.061055276381909329e-01 5.694957543905108110e-01 5.854090813357702011e-02
3.159798994974874486e-01 5.544882958307120191e-01 5.796007342255296568e-02
3.258542713567839089e-01 5.390638415859803079e-01 5.709182522821695110e-02
3.357286432160804246e-01 5.231867993224277313e-01 5.594602342575538678e-02
3.456030150753769403e-01 5.068274866854919347e-01 5.454514946458566271e-02
3.554773869346734005e-01 4.899630682276096549e-01 5.292399218660859272e-02
3.653517587939698608e-01 4.725784127136646307e-01 5.112917631066884322e-02
3.752261306532663210e-01 4.546668577987659776e-01 4.921842049662046581e-02
3.851005025125628367e-01 4.362308703169803792e-01 4.725931071029596670e-02
3.949748743718593524e-01 4.172825918514284083e-01 4.532725142151346892e-02
4.048492462311557571e-01 3.978442608540416203e-01 4.350214696979078782e-02
4.147236180904522729e-01 3.779485043234435682e-01 4.186336097272894130e-02
4.245979899497487886e-01 3.576384939044521261e-01 4.048275964216017930e-02
4.344723618090452488e-01 3.369679632138128933e-01 3.941631004689664236e-02
4.443467336683417090e-01 3.160010851924503483e-01 3.869570310494845761e-02
4.542211055276381693e-01 2.948122103026657448e-01 3.832229963073525286e-02
4.640954773869346850e-01 2.734854683958070631e-01 3.826558061345475964e-02
4.739698492462312007e-01 2.521142390392013266e-01 3.846688659034084440e-02
4.838442211055277165e-01 2.308004969768618631e-01 3.884726201158256176e-02
4.937185929648241212e-01 2.096540411759514055e-01 3.931694921373494328e-02
5.035929648241206369e-01 1.887916175489294801e-01 3.978415395670837490e-02
5.134673366834171526e-01 1.683359469126876617e-01 4.016170996148023947e-02
5.233417085427136684e-01 1.484146710252788326e-01 4.037136281771006724e-02
5.332160804020100731e-01 1.291592306066636497e-01 4.034606374319464617e-02
5.430904522613065888e-01 1.107036900836800841e-01 4.003087426308896135e-02
5.529648241206029935e-01 9.318352438850424635e-02 3.938302023796728252e-02
5.628391959798995092e-01 7.673438347350022837e-02 3.837147862015267280e-02
