0.000000000000000000e+00 1.551084331877092382e+00 5.328969768034662602e-01
1.118090452261306586e-02 1.725948855426831408e+00 5.008438880069856491e-01
2.236180904522613172e-02 1.900378617065955789e+00 4.698331800680231041e-01
3.354271356783920105e-02 2.074303182856298555e+00 4.398777984030305954e-01
4.472361809045226344e-02 2.247652766009714309e+00 4.109920295704402871e-01
5.590452261306532583e-02 2.420358283729480142e+00 3.831918560084772163e-01
6.708542713567840210e-02 2.592351413270478133e+00 3.564953848160423155e-01
7.826633165829145755e-02 2.763564647153676557e+00 3.309233635194696044e-01
8.944723618090452688e-02 2.933931347469334039e+00 3.064997947290227787e-01
1.006281407035175962e-01 3.103385799207461382e+00 2.832526568706211223e-01
1.118090452261306517e-01 3.271863262552638485e+00 2.612147264405115799e-01
1.229899497487437210e-01 3.439300024083071783e+00 2.404244727883234345e-01
1.341708542713568042e-01 3.605633446814621834e+00 2.209269502716614819e-01
1.453517587939698597e-01 3.770802019032782226e+00 2.027745317482257947e-01
1.565326633165829151e-01 3.934745401855593627e+00 1.860271960441862438e-01
1.677135678391959706e-01 4.097404475473914509e+00 1.707518889312575061e-01
1.788944723618090538e-01 4.258721384015666800e+00 1.570202350542043157e-01
1.900753768844221370e-01 4.418639578984258520e+00 1.449036640354543493e-01
2.012562814070351924e-01 4.577103861220981784e+00 1.344650228790743862e-01
2.124371859296482479e-01 4.734060421344574721e+00 1.257463080466108551e-01
2.236180904522613033e-01 4.889456878625027869e+00 1.187535753944784639e-01
2.347989949748743865e-01 5.043242318244502087e+00 1.134422318675969016e-01
2.459798994974874420e-01 5.195367326909091865e+00 1.097076951278979640e-01
2.571608040201004974e-01 5.345784026769234920e+00 1.073860772819964643e-01
2.683417085427136084e-01 5.494446107615276631e+00 1.062662750646700821e-01
2.795226130653266083e-01 5.641308857311635450e+00 1.061102295698579112e-01
2.907035175879397193e-01 5.786329190440090642e+00 1.066752313988149348e-01
3.018844221105527748e-01 5.929465675121600832e+00 1.077326431990640598e-01
3.130653266331658302e-01 6.070678557989197088e+00 1.090802052433300362e-01
3.242462311557789412e-01 6.209929787290596082e+00 1.105479563309258728e-01
3.354271356783919411e-01 6.347183034092932274e+00 1.119994100964387951e-01
3.466080402010050521e-01 6.482403711579188155e+00 1.133299548113662625e-01
3.577889447236181075e-01 6.615558992408134387e+00 1.144640713044093316e-01
3.689698492462311630e-01 6.746617824133886998e+00 1.153524115189498295e-01
3.801507537688442739e-01 6.875550942667513432e+00 1.159693129881179674e-01
3.913316582914572739e-01 7.002330883773210779e+00 1.163110079143881426e-01
4.025125628140703848e-01 7.126931992592815845e+00 1.163945938572637090e-01
4.136934673366834403e-01 7.249330431194788815e+00 1.162577165178535210e-01
4.248743718592964957e-01 7.369504184145701409e+00 1.159588274014565074e-01
4.360552763819095512e-01 7.487433062107505144e+00 1.155777844189446318e-01
4.472361809045226066e-01 7.603098703461348862e+00 1.152164382189811154e-01
4.584170854271357176e-01 7.716484573967575145e+00 1.149986859015584700e-01
4.695979899497487731e-01 7.827575964470423031e+00 1.150693033582104452e-01
4.807788944723617730e-01 7.936359986656809085e+00 1.155907650242225526e-01
4.919597989949748840e-01 8.042825566886547151e+00 1.167373593593387382e-01
5.031407035175879949e-01 8.146963438109175115e+00 1.186863594897590579e-01
5.143216080402009949e-01 8.248766129884971932e+00 1.216068581369585677e-01
5.255025125628141058e-01 8.348227956535222205e+00 1.256479134911921425e-01
5.366834170854272168e-01 8.445345003443662790e+00 1.309283772256824852e-01
5.478643216080402167e-01 8.540115111534264614e+00 1.375306546645424510e-01
5.590452261306532167e-01 8.632537859955986548e+00 1.454995635126403730e-01
5.702261306532663276e-01 8.722614547005647978e+00 1.548459156930864777e-01
5.814070351758794386e-01 8.810348169318073630e+00 1.655532346818946732e-01
5.925879396984925496e-01 8.895743399364526738e+00 1.775856273294346144e-01
6.037688442211055495e-01 8.978806561292284272e+00 1.908951858927778744e-01
6.149497487437185494e-01 9.059545605145562064e+00 2.054279938685246998e-01
