0.000000000000000000e+00 6.678535024963179012e+01 3.028342771317368953e+00
1.185929648241206003e-02 6.721872161249848432e+01 2.921286364613955744e+00
2.371859296482412005e-02 6.765834085622481098e+01 2.816752927352468738e+00
3.557788944723618008e-02 6.810420478879370876e+01 2.714719759419024214e+00
4.743718592964824010e-02 6.855630939871389273e+01 2.615164460734926255e+00
5.929648241206029319e-02 6.901464985309507938e+01 2.518065073724793379e+00
7.115577889447236015e-02 6.947922049581580950e+01 2.423400247280828701e+00
8.301507537688442018e-02 6.995001484585156959e+01 2.331149425400417474e+00
9.487437185929648020e-02 7.042702559573137933e+01 2.241293063961095733e+00
1.067336683417085402e-01 7.091024461009169499e+01 2.153812879772033284e+00
1.185929648241205864e-01 7.139966292439100926e+01 2.068692136283064809e+00
1.304522613065326464e-01 7.189527074372267634e+01 1.985915971198537910e+00
1.423115577889447203e-01 7.239705744184288960e+01 1.905471771481285437e+00
1.541708542713567942e-01 7.290501156013851869e+01 1.827349601921227196e+00
1.660301507537688404e-01 7.341912080696295106e+01 1.751542693857250255e+00
1.778894472361808865e-01 7.393937205691571535e+01 1.678048000754130298e+00
1.897487437185929604e-01 7.446575135037630844e+01 1.606866827321969726e+00
2.016080402010050066e-01 7.499824389305274508e+01 1.538005538175000853e+00
2.134673366834170805e-01 7.553683405578090060e+01 1.471476350580239734e+00
2.253266331658291266e-01 7.608150537439621530e+01 1.407298212909522839e+00
2.371859296482411728e-01 7.663224054970510224e+01 1.345497765878066021e+00
2.490452261306532467e-01 7.718902144765866069e+01 1.286110376166440750e+00
2.609045226130652928e-01 7.775182909959255539e+01 1.229181221174100003e+00
2.727638190954773667e-01 7.832064370270666132e+01 1.174766387468053175e+00
2.846231155778894406e-01 7.889544462049559570e+01 1.122933923605510254e+00
2.964824120603015145e-01 7.947621038351462630e+01 1.073764758323984436e+00
3.083417085427135884e-01 8.006291869012818552e+01 1.027353357891296559e+00
3.202010050251256068e-01 8.065554640747598114e+01 9.838079520727309735e-01
3.320603015075376807e-01 8.125406957252903339e+01 9.432501107707336185e-01
3.439195979899497546e-01 8.185846339331646959e+01 9.058134111904559971e-01
3.557788944723617730e-01 8.246870225021541501e+01 8.716409123223610722e-01
3.676381909547738469e-01 8.308475969750679724e+01 8.408811712239736558e-01
3.794974874371859208e-01 8.370660846488522111e+01 8.136826184759160530e-01
3.913567839195979947e-01 8.433422045924828581e+01 7.901862831183524838e-01
4.032160804020100131e-01 8.496756676657076923e+01 7.705171261486917222e-01
4.150753768844220870e-01 8.560661765387339983e+01 7.547745848657551049e-01
4.269346733668341609e-01 8.625134257142269689e+01 7.430232762989653628e-01
4.387939698492461793e-01 8.690171015492057904e+01 7.352850519339235724e-01
4.506532663316582532e-01 8.755768822797199391e+01 7.315336168747271772e-01
4.625125628140703271e-01 8.821924380456664494e+01 7.316926580112037559e-01
4.743718592964823455e-01 8.888634309180270066e+01 7.356378907277175694e-01
4.862311557788944194e-01 8.955895149260538801e+01 7.432027679803216991e-01
