0.000000000000000000e+00 3.420065409361822129e-02 1.840047868190384031e-02
9.874371859296482770e-03 3.450479297728346190e-02 1.732180607058566787e-02
1.974874371859296554e-02 3.484372933689038748e-02 1.626949952280127773e-02
2.962311557788945005e-02 3.521863884070862427e-02 1.524443868171026194e-02
3.949748743718593108e-02 3.563067756739252828e-02 1.424757350139740572e-02
4.937185929648241905e-02 3.608097984439521955e-02 1.327994881428062532e-02
5.924623115577890009e-02 3.657065608268938312e-02 1.234273657798299652e-02
6.912060301507537419e-02 3.710079061167079889e-02 1.143727833665965539e-02
7.899497487437186216e-02 3.767243951828081611e-02 1.056514123951089387e-02
8.886934673366835014e-02 3.828662849437056148e-02 9.728191905134271969e-03
9.874371859296483811e-02 3.894435069640897473e-02 8.928693342867128485e-03
1.086180904522613122e-01 3.964656462168657941e-02 8.169430564714665749e-03
1.184924623115578002e-01 4.039419200517495312e-02 7.453869272644084512e-03
1.283668341708542882e-01 4.118811574122893671e-02 6.786346503896756310e-03
1.382412060301507484e-01 4.202917783435775739e-02 6.172277256777611645e-03
1.481155778894472363e-01 4.291817738325717779e-02 5.618328310657665949e-03
1.579899497487437243e-01 4.385586860232414119e-02 5.132449564530583604e-03
1.678643216080402123e-01 4.484295888485014675e-02 4.723565215602257283e-03
1.777386934673367003e-01 4.588010691204696262e-02 4.400658717303893366e-03
1.876130653266331605e-01 4.696792081207022684e-02 4.171072983992161684e-03
1.974874371859296762e-01 4.810695637312709799e-02 4.038264238032106788e-03
2.073618090452261364e-01 4.929771531470183293e-02 3.999904013898576173e-03
2.172361809045226244e-01 5.054064362091281043e-02 4.047481708324919027e-03
2.271105527638190846e-01 5.183612993989017426e-02 4.167813627250827914e-03
2.369849246231156004e-01 5.318450405302205947e-02 4.345647065938344419e-03
2.468592964824120606e-01 5.458603541782023477e-02 4.566082514064206954e-03
2.567336683417085763e-01 5.604093178803357805e-02 4.816067571365708483e-03
2.666080402010050365e-01 5.754933791457648301e-02 5.084948662947535135e-03
2.764824120603014967e-01 5.911133433065306197e-02 5.364416970880015595e-03
2.863567839195980125e-01 6.072693622442123379e-02 5.648182367304571162e-03
2.962311557788944727e-01 6.239609240232963511e-02 5.931583616128897722e-03
3.061055276381909329e-01 6.411868434613551826e-02 6.211231700383279368e-03
3.159798994974874486e-01 6.589452536650061698e-02 6.484717536254363049e-03
3.258542713567839089e-01 6.772335985585388463e-02 6.750384970761332329e-03
3.357286432160804246e-01 6.960486264305701387e-02 7.007159062730341538e-03
3.456030150753769403e-01 7.153863845224804618e-02 7.254417613062450615e-03
3.554773869346734005e-01 7.352422146805025205e-02 7.491895209686597230e-03
3.653517587939698608e-01 7.556107500912145891e-02 7.719611210900090281e-03
3.752261306532663210e-01 7.764859131187036578e-02 7.937815154482257690e-03
